# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      19.626      184.500     2105.168     2968.918
      19.636        0.000     2105.168     2968.918
      19.647        0.000     2105.168     2968.918
      19.658       91.500     2105.168     2968.918
      19.669        0.000     2105.168     2968.918
      19.680       92.400     2105.168     2968.918
      19.691       92.800     2105.168     2968.918
      19.701       91.800     2105.168     2968.918
      19.712       91.300     2105.168     2968.918
      19.723       90.700     2105.168     2968.918
      19.734        0.000     2105.168     2968.918
      19.745        0.000     2105.168     2968.918
      19.756        0.000     2105.168     2968.918
      19.767        0.000     2105.168     2968.918
      19.778       94.000     2105.168     2968.918
      19.788        0.000     2105.168     2968.918
      19.799        0.000     2105.168     2968.918
      19.810        0.000     2105.168     2968.918
      19.821        0.000     2105.168     2968.918
      19.832        0.000     2105.168     2968.918
      19.843        0.000     2105.168     2968.918
      19.853        0.000     2105.168     2968.918
      19.864        0.000     2105.168     2968.918
      19.875        0.000     2105.168     2968.918
      19.886        0.000     2105.168     2968.918
      19.897        0.000     2105.168     2968.918
      19.908        0.000     2105.168     2968.918
      19.918        0.000     2105.168     2968.918
      19.929        0.000     2105.168     2968.918
      19.940        0.000     2105.168     2968.918
      19.950        0.000     2105.168     2968.918
      19.961        0.000     2105.168     2968.918
      19.972        0.000     2105.168     2968.918
      19.982        0.000     2105.168     2968.918
      19.993        0.000     2105.168     2968.918
      20.003        0.000     2105.168     2968.918
      20.014        0.000     2105.168     2968.918
      20.025        0.000     2105.168     2968.918
      20.036        0.000     2105.168     2968.918
      20.046        0.000     2105.168     2968.918
      20.057        0.000     2105.168     2968.918
      20.068        0.000     2105.168     2968.918
      20.079       92.200     2105.168     2968.918
      20.090        0.000     2105.168     2968.918
      20.101       93.200     2105.168     2968.918
      20.111        0.000     2105.168     2968.918
      20.122        0.000     2105.168     2968.918
      20.133        0.000     2105.168     2968.918
      20.144        0.000     2105.168     2968.918
      20.154        0.000     2105.168     2968.918
      20.165        0.000     2105.168     2968.918
      20.176        0.000     2105.168     2968.918
      20.187        0.000     2105.168     2968.918
      20.197        0.000     2105.168     2968.918
      20.208        0.000     2105.168     2968.918
      20.219        0.000     2105.168     2968.918
      20.230        0.000     2105.168     2968.918
      20.241        0.000     2105.168     2968.918
      20.251        0.000     2105.168     2968.918
      20.262        0.000     2105.168     2968.918
      20.273        0.000     2105.168     2968.918
      20.284        0.000     2105.168     2968.918
      20.295        0.000     2105.168     2968.918
      20.306        0.000     2105.168     2968.918
      20.317        0.000     2105.168     2968.918
      20.328        0.000     2105.168     2968.918
      20.339        0.000     2105.168     2968.918
      20.350        0.000     2105.168     2968.918
      20.360        0.000     2105.168     2968.918
      20.371        0.000     2105.168     2968.918
      20.382        0.000     2105.168     2968.918
      20.393        0.000     2105.168     2968.918
      20.403        0.000     2105.168     2968.918
      20.414        0.000     2105.168     2968.918
      20.425        0.000     2105.168     2968.918
      20.436        0.000     2105.168     2968.918
      20.447       93.800     2105.168     2968.918
      20.457        0.000     2105.168     2968.918
      20.468        0.000     2105.168     2968.918
      20.479        0.000     2105.168     2968.918
      20.489        0.000     2105.168     2968.918
      20.500        0.000     2105.168     2968.918
      20.511        0.000     2105.168     2968.918
      20.522        0.000     2105.168     2968.918
      20.532        0.000     2105.168     2968.918
      20.543        0.000     2105.168     2968.918
      20.554        0.000     2105.168     2968.918
      20.565        0.000     2105.168     2968.918
      20.575        0.000     2105.168     2968.918
      20.586        0.000     2105.168     2968.918
      20.596        0.000     2105.168     2968.918
      20.607        0.000     2105.168     2968.918
      20.618        0.000     2105.168     2968.918
      20.628        0.000     2105.168     2968.918
      20.639        0.000     2105.168     2968.918
      20.650        0.000     2105.168     2968.918
      20.660        0.000     2105.168     2968.918
      20.670        0.000     2105.168     2968.918
      20.680        0.000     2105.168     2968.918
      20.691        0.000     2105.168     2968.918
      20.701        0.000     2105.168     2968.918
      20.712        0.000     2105.168     2968.918
      20.722       93.900     2105.168     2968.918
      20.733        0.000     2105.168     2968.918
      20.743        0.000     2105.168     2968.918
      20.754        0.000     2105.168     2968.918
      20.765        0.000     2105.168     2968.918
      20.776        0.000     2105.168     2968.918
      20.786        0.000     2105.168     2968.918
      20.797        0.000     2105.168     2968.918
      20.808        0.000     2105.168     2968.918
      20.818        0.000     2105.168     2968.918
      20.829        0.000     2105.168     2968.918
      20.840        0.000     2105.168     2968.918
      20.850        0.000     2105.168     2968.918
      20.861        0.000     2105.168     2968.918
      20.872        0.000     2105.168     2968.918
      20.883        0.000     2105.168     2968.918
      20.893        0.000     2105.168     2968.918
      20.904        0.000     2105.168     2968.918
      20.915        0.000     2105.168     2968.918
      20.925        0.000     2105.168     2968.918
      20.936        0.000     2105.168     2968.918
      20.947        0.000     2105.168     2968.918
      20.957       94.200     2105.168     2968.918
      20.968        0.000     2105.168     2968.918
      20.979        0.000     2105.168     2968.918
      20.989        0.000     2105.168     2968.918
      21.000        0.000     2105.168     2968.918
      21.010        0.000     2105.168     2968.918
      21.021        0.000     2105.168     2968.918
